Título de trazado: La Paz,,
N.º,"Fecha Tiempo, GMT-04:00","Temp, °C (LGR S/N: 20355576, SEN S/N: 20355576)"
2449,7/22/2018 9:00,27.764
2450,7/22/2018 9:30,27.764
2451,7/22/2018 10:00,27.764
2452,7/22/2018 10:30,27.764
2453,7/22/2018 11:00,27.862
2454,7/22/2018 11:30,27.862
2455,7/22/2018 12:00,27.961
2456,7/22/2018 12:30,27.961
2457,7/22/2018 13:00,28.06
2458,7/22/2018 13:30,28.258
2459,7/22/2018 14:00,28.258
2460,7/22/2018 14:30,28.456
2461,7/22/2018 15:00,28.655
2462,7/22/2018 15:30,28.754
2463,7/22/2018 16:00,28.456
2464,7/22/2018 16:30,28.357
2465,7/22/2018 17:00,28.555
2466,7/22/2018 17:30,28.853
2467,7/22/2018 18:00,28.853
2468,7/22/2018 18:30,28.655
2469,7/22/2018 19:00,29.053
2470,7/22/2018 19:30,28.853
2471,7/22/2018 20:00,28.953
2472,7/22/2018 20:30,29.053
2473,7/22/2018 21:00,28.754
2474,7/22/2018 21:30,28.853
2475,7/22/2018 22:00,28.754
2476,7/22/2018 22:30,28.754
2477,7/22/2018 23:00,28.655
2478,7/22/2018 23:30,28.555
2479,7/23/2018 0:00,28.357
2480,7/23/2018 0:30,28.357
2481,7/23/2018 1:00,28.456
2482,7/23/2018 1:30,28.357
2483,7/23/2018 2:00,28.357
2484,7/23/2018 2:30,28.357
2485,7/23/2018 3:00,28.258
2486,7/23/2018 3:30,28.258
2487,7/23/2018 4:00,28.258
2488,7/23/2018 4:30,28.159
2489,7/23/2018 5:00,28.159
2490,7/23/2018 5:30,28.159
2491,7/23/2018 6:00,28.159
2492,7/23/2018 6:30,28.159
2493,7/23/2018 7:00,28.06
2494,7/23/2018 7:30,28.06
2495,7/23/2018 8:00,28.06
2496,7/23/2018 8:30,28.06
2497,7/23/2018 9:00,27.961
2498,7/23/2018 9:30,27.961
2499,7/23/2018 10:00,27.961
2500,7/23/2018 10:30,27.961
2501,7/23/2018 11:00,28.06
2502,7/23/2018 11:30,28.06
2503,7/23/2018 12:00,27.961
2504,7/23/2018 12:30,28.159
2505,7/23/2018 13:00,28.258
2506,7/23/2018 13:30,28.357
2507,7/23/2018 14:00,28.456
2508,7/23/2018 14:30,28.655
2509,7/23/2018 15:00,28.655
2510,7/23/2018 15:30,28.853
2511,7/23/2018 16:00,28.555
2512,7/23/2018 16:30,28.754
2513,7/23/2018 17:00,28.754
2514,7/23/2018 17:30,28.655
2515,7/23/2018 18:00,28.853
2516,7/23/2018 18:30,28.853
2517,7/23/2018 19:00,29.252
2518,7/23/2018 19:30,28.953
2519,7/23/2018 20:00,29.552
2520,7/23/2018 20:30,28.853
2521,7/23/2018 21:00,29.152
2522,7/23/2018 21:30,28.853
2523,7/23/2018 22:00,28.953
2524,7/23/2018 22:30,29.053
2525,7/23/2018 23:00,29.252
2526,7/23/2018 23:30,29.152
2527,7/24/2018 0:00,29.152
2528,7/24/2018 0:30,28.953
2529,7/24/2018 1:00,28.953
2530,7/24/2018 1:30,28.853
2531,7/24/2018 2:00,28.853
2532,7/24/2018 2:30,28.853
2533,7/24/2018 3:00,28.853
2534,7/24/2018 3:30,28.853
2535,7/24/2018 4:00,28.853
2536,7/24/2018 4:30,28.754
2537,7/24/2018 5:00,28.655
2538,7/24/2018 5:30,28.655
2539,7/24/2018 6:00,28.655
2540,7/24/2018 6:30,28.555
2541,7/24/2018 7:00,28.555
2542,7/24/2018 7:30,28.555
2543,7/24/2018 8:00,28.555
2544,7/24/2018 8:30,28.456
2545,7/24/2018 9:00,28.456
2546,7/24/2018 9:30,28.456
2547,7/24/2018 10:00,28.357
2548,7/24/2018 10:30,28.456
2549,7/24/2018 11:00,28.456
2550,7/24/2018 11:30,28.456
2551,7/24/2018 12:00,28.456
2552,7/24/2018 12:30,28.555
2553,7/24/2018 13:00,28.555
2554,7/24/2018 13:30,28.754
2555,7/24/2018 14:00,28.754
2556,7/24/2018 14:30,28.754
2557,7/24/2018 15:00,28.953
2558,7/24/2018 15:30,29.152
2559,7/24/2018 16:00,28.953
2560,7/24/2018 16:30,28.953
2561,7/24/2018 17:00,28.853
2562,7/24/2018 17:30,29.252
2563,7/24/2018 18:00,29.352
2564,7/24/2018 18:30,29.053
2565,7/24/2018 19:00,29.152
2566,7/24/2018 19:30,29.152
2567,7/24/2018 20:00,29.152
2568,7/24/2018 20:30,29.252
2569,7/24/2018 21:00,29.053
2570,7/24/2018 21:30,28.655
2571,7/24/2018 22:00,28.555
2572,7/24/2018 22:30,28.555
2573,7/24/2018 23:00,28.555
2574,7/24/2018 23:30,28.754
2575,7/25/2018 0:00,28.754
2576,7/25/2018 0:30,28.853
2577,7/25/2018 1:00,28.754
2578,7/25/2018 1:30,28.754
2579,7/25/2018 2:00,28.754
2580,7/25/2018 2:30,28.655
2581,7/25/2018 3:00,28.655
2582,7/25/2018 3:30,28.655
2583,7/25/2018 4:00,28.655
2584,7/25/2018 4:30,28.555
2585,7/25/2018 5:00,28.555
2586,7/25/2018 5:30,28.456
2587,7/25/2018 6:00,28.456
2588,7/25/2018 6:30,28.456
2589,7/25/2018 7:00,28.357
2590,7/25/2018 7:30,28.357
2591,7/25/2018 8:00,28.357
2592,7/25/2018 8:30,28.258
2593,7/25/2018 9:00,28.258
2594,7/25/2018 9:30,28.159
2595,7/25/2018 10:00,28.159
2596,7/25/2018 10:30,28.159
2597,7/25/2018 11:00,28.159
2598,7/25/2018 11:30,28.258
2599,7/25/2018 12:00,28.258
2600,7/25/2018 12:30,28.357
2601,7/25/2018 13:00,28.456
2602,7/25/2018 13:30,28.655
2603,7/25/2018 14:00,28.655
2604,7/25/2018 14:30,28.456
2605,7/25/2018 15:00,28.655
2606,7/25/2018 15:30,28.754
2607,7/25/2018 16:00,28.655
2608,7/25/2018 16:30,28.456
2609,7/25/2018 17:00,28.655
2610,7/25/2018 17:30,28.853
2611,7/25/2018 18:00,28.853
2612,7/25/2018 18:30,28.555
2613,7/25/2018 19:00,28.655
2614,7/25/2018 19:30,28.953
2615,7/25/2018 20:00,28.853
2616,7/25/2018 20:30,29.252
2617,7/25/2018 21:00,28.953
2618,7/25/2018 21:30,29.152
2619,7/25/2018 22:00,28.953
2620,7/25/2018 22:30,29.053
2621,7/25/2018 23:00,28.953
2622,7/25/2018 23:30,28.953
2623,7/26/2018 0:00,28.853
2624,7/26/2018 0:30,28.754
2625,7/26/2018 1:00,28.754
2626,7/26/2018 1:30,28.754
2627,7/26/2018 2:00,28.655
2628,7/26/2018 2:30,28.655
2629,7/26/2018 3:00,28.655
2630,7/26/2018 3:30,28.555
2631,7/26/2018 4:00,28.555
2632,7/26/2018 4:30,28.555
2633,7/26/2018 5:00,28.555
2634,7/26/2018 5:30,28.555
2635,7/26/2018 6:00,28.555
2636,7/26/2018 6:30,28.555
2637,7/26/2018 7:00,28.555
2638,7/26/2018 7:30,28.555
2639,7/26/2018 8:00,28.555
2640,7/26/2018 8:30,28.456
2641,7/26/2018 9:00,28.456
2642,7/26/2018 9:30,28.456
2643,7/26/2018 10:00,28.456
2644,7/26/2018 10:30,28.456
2645,7/26/2018 11:00,28.456
2646,7/26/2018 11:30,28.456
2647,7/26/2018 12:00,28.555
2648,7/26/2018 12:30,28.555
2649,7/26/2018 13:00,28.555
2650,7/26/2018 13:30,28.754
2651,7/26/2018 14:00,28.853
2652,7/26/2018 14:30,28.754
2653,7/26/2018 15:00,28.655
2654,7/26/2018 15:30,28.853
2655,7/26/2018 16:00,28.655
2656,7/26/2018 16:30,28.853
2657,7/26/2018 17:00,28.853
2658,7/26/2018 17:30,28.853
2659,7/26/2018 18:00,29.053
2660,7/26/2018 18:30,29.152
2661,7/26/2018 19:00,29.053
2662,7/26/2018 19:30,29.152
2663,7/26/2018 20:00,29.152
2664,7/26/2018 20:30,29.053
2665,7/26/2018 21:00,28.953
2666,7/26/2018 21:30,28.953
2667,7/26/2018 22:00,28.953
2668,7/26/2018 22:30,29.053
2669,7/26/2018 23:00,28.953
2670,7/26/2018 23:30,28.953
2671,7/27/2018 0:00,28.853
2672,7/27/2018 0:30,28.754
2673,7/27/2018 1:00,28.754
2674,7/27/2018 1:30,28.754
2675,7/27/2018 2:00,28.655
2676,7/27/2018 2:30,28.655
2677,7/27/2018 3:00,28.655
2678,7/27/2018 3:30,28.655
2679,7/27/2018 4:00,28.655
2680,7/27/2018 4:30,28.555
2681,7/27/2018 5:00,28.655
2682,7/27/2018 5:30,28.555
2683,7/27/2018 6:00,28.555
2684,7/27/2018 6:30,28.555
2685,7/27/2018 7:00,28.555
2686,7/27/2018 7:30,28.555
2687,7/27/2018 8:00,28.555
2688,7/27/2018 8:30,28.456
2689,7/27/2018 9:00,28.555
2690,7/27/2018 9:30,28.456
2691,7/27/2018 10:00,28.456
2692,7/27/2018 10:30,28.456
2693,7/27/2018 11:00,28.357
2694,7/27/2018 11:30,28.357
2695,7/27/2018 12:00,28.357
2696,7/27/2018 12:30,28.456
2697,7/27/2018 13:00,28.555
2698,7/27/2018 13:30,28.456
2699,7/27/2018 14:00,28.555
2700,7/27/2018 14:30,28.555
2701,7/27/2018 15:00,28.853
2702,7/27/2018 15:30,28.754
2703,7/27/2018 16:00,28.754
2704,7/27/2018 16:30,28.853
2705,7/27/2018 17:00,29.152
2706,7/27/2018 17:30,29.152
2707,7/27/2018 18:00,29.152
2708,7/27/2018 18:30,29.053
2709,7/27/2018 19:00,28.853
2710,7/27/2018 19:30,28.853
2711,7/27/2018 20:00,29.053
2712,7/27/2018 20:30,28.853
2713,7/27/2018 21:00,28.853
2714,7/27/2018 21:30,28.853
2715,7/27/2018 22:00,28.853
2716,7/27/2018 22:30,28.655
2717,7/27/2018 23:00,28.655
2718,7/27/2018 23:30,28.655
2719,7/28/2018 0:00,28.655
2720,7/28/2018 0:30,28.655
2721,7/28/2018 1:00,28.555
2722,7/28/2018 1:30,28.555
2723,7/28/2018 2:00,28.555
2724,7/28/2018 2:30,28.555
2725,7/28/2018 3:00,28.555
2726,7/28/2018 3:30,28.456
2727,7/28/2018 4:00,28.456
2728,7/28/2018 4:30,28.456
2729,7/28/2018 5:00,28.456
2730,7/28/2018 5:30,28.456
2731,7/28/2018 6:00,28.456
2732,7/28/2018 6:30,28.456
2733,7/28/2018 7:00,28.456
2734,7/28/2018 7:30,28.456
2735,7/28/2018 8:00,28.357
2736,7/28/2018 8:30,28.357
2737,7/28/2018 9:00,28.357
2738,7/28/2018 9:30,28.357
2739,7/28/2018 10:00,28.357
2740,7/28/2018 10:30,28.357
2741,7/28/2018 11:00,28.456
2742,7/28/2018 11:30,28.456
2743,7/28/2018 12:00,28.456
2744,7/28/2018 12:30,28.456
2745,7/28/2018 13:00,28.456
2746,7/28/2018 13:30,28.555
2747,7/28/2018 14:00,28.655
2748,7/28/2018 14:30,28.853
2749,7/28/2018 15:00,28.953
2750,7/28/2018 15:30,28.953
2751,7/28/2018 16:00,28.853
2752,7/28/2018 16:30,29.053
2753,7/28/2018 17:00,29.152
2754,7/28/2018 17:30,29.652
2755,7/28/2018 18:00,29.452
2756,7/28/2018 18:30,29.552
2757,7/28/2018 19:00,29.452
2758,7/28/2018 19:30,29.352
2759,7/28/2018 20:00,29.452
2760,7/28/2018 20:30,29.552
2761,7/28/2018 21:00,29.352
2762,7/28/2018 21:30,29.352
2763,7/28/2018 22:00,29.152
2764,7/28/2018 22:30,28.953
2765,7/28/2018 23:00,28.853
2766,7/28/2018 23:30,28.754
2767,7/29/2018 0:00,28.754
2768,7/29/2018 0:30,28.655
2769,7/29/2018 1:00,28.655
2770,7/29/2018 1:30,28.754
2771,7/29/2018 2:00,28.555
2772,7/29/2018 2:30,28.655
2773,7/29/2018 3:00,28.555
2774,7/29/2018 3:30,28.555
2775,7/29/2018 4:00,28.555
2776,7/29/2018 4:30,28.555
2777,7/29/2018 5:00,28.555
2778,7/29/2018 5:30,28.456
2779,7/29/2018 6:00,28.456
2780,7/29/2018 6:30,28.456
2781,7/29/2018 7:00,28.456
2782,7/29/2018 7:30,28.456
2783,7/29/2018 8:00,28.357
2784,7/29/2018 8:30,28.456
2785,7/29/2018 9:00,28.357
2786,7/29/2018 9:30,28.357
2787,7/29/2018 10:00,28.357
2788,7/29/2018 10:30,28.456
2789,7/29/2018 11:00,28.456
2790,7/29/2018 11:30,28.555
2791,7/29/2018 12:00,28.655
2792,7/29/2018 12:30,28.655
2793,7/29/2018 13:00,28.853
2794,7/29/2018 13:30,28.953
2795,7/29/2018 14:00,28.953
2796,7/29/2018 14:30,28.953
2797,7/29/2018 15:00,29.152
2798,7/29/2018 15:30,29.352
2799,7/29/2018 16:00,29.053
2800,7/29/2018 16:30,29.352
2801,7/29/2018 17:00,29.252
2802,7/29/2018 17:30,29.252
2803,7/29/2018 18:00,29.152
2804,7/29/2018 18:30,29.252
2805,7/29/2018 19:00,29.452
2806,7/29/2018 19:30,29.652
2807,7/29/2018 20:00,29.752
2808,7/29/2018 20:30,29.652
2809,7/29/2018 21:00,29.352
2810,7/29/2018 21:30,29.252
2811,7/29/2018 22:00,29.352
2812,7/29/2018 22:30,29.152
2813,7/29/2018 23:00,29.053
2814,7/29/2018 23:30,28.953
2815,7/30/2018 0:00,28.953
2816,7/30/2018 0:30,28.953
2817,7/30/2018 1:00,28.953
2818,7/30/2018 1:30,28.953
2819,7/30/2018 2:00,28.853
2820,7/30/2018 2:30,28.853
2821,7/30/2018 3:00,28.853
2822,7/30/2018 3:30,28.853
2823,7/30/2018 4:00,28.853
2824,7/30/2018 4:30,28.754
2825,7/30/2018 5:00,28.754
2826,7/30/2018 5:30,28.754
2827,7/30/2018 6:00,28.754
2828,7/30/2018 6:30,28.754
2829,7/30/2018 7:00,28.754
2830,7/30/2018 7:30,28.754
2831,7/30/2018 8:00,28.754
2832,7/30/2018 8:30,28.754
2833,7/30/2018 9:00,28.754
2834,7/30/2018 9:30,28.754
2835,7/30/2018 10:00,28.754
2836,7/30/2018 10:30,28.754
2837,7/30/2018 11:00,28.853
2838,7/30/2018 11:30,28.953
2839,7/30/2018 12:00,29.053
2840,7/30/2018 12:30,29.053
2841,7/30/2018 13:00,29.152
2842,7/30/2018 13:30,29.252
2843,7/30/2018 14:00,29.352
2844,7/30/2018 14:30,29.352
2845,7/30/2018 15:00,29.752
2846,7/30/2018 15:30,29.853
2847,7/30/2018 16:00,29.352
2848,7/30/2018 16:30,29.552
2849,7/30/2018 17:00,29.652
2850,7/30/2018 17:30,29.652
2851,7/30/2018 18:00,29.752
2852,7/30/2018 18:30,29.752
2853,7/30/2018 19:00,29.853
2854,7/30/2018 19:30,29.652
2855,7/30/2018 20:00,29.652
2856,7/30/2018 20:30,29.652
2857,7/30/2018 21:00,29.352
2858,7/30/2018 21:30,29.552
2859,7/30/2018 22:00,29.552
2860,7/30/2018 22:30,29.552
2861,7/30/2018 23:00,29.552
2862,7/30/2018 23:30,29.552
2863,7/31/2018 0:00,29.452
2864,7/31/2018 0:30,29.352
2865,7/31/2018 1:00,29.352
2866,7/31/2018 1:30,29.252
2867,7/31/2018 2:00,29.252
2868,7/31/2018 2:30,29.252
2869,7/31/2018 3:00,29.252
2870,7/31/2018 3:30,29.252
2871,7/31/2018 4:00,29.152
2872,7/31/2018 4:30,29.152
2873,7/31/2018 5:00,29.152
2874,7/31/2018 5:30,29.152
2875,7/31/2018 6:00,29.152
2876,7/31/2018 6:30,29.152
2877,7/31/2018 7:00,29.152
2878,7/31/2018 7:30,29.152
2879,7/31/2018 8:00,29.053
2880,7/31/2018 8:30,29.053
2881,7/31/2018 9:00,29.053
2882,7/31/2018 9:30,29.053
2883,7/31/2018 10:00,29.053
2884,7/31/2018 10:30,29.053
2885,7/31/2018 11:00,29.053
2886,7/31/2018 11:30,29.152
2887,7/31/2018 12:00,29.252
2888,7/31/2018 12:30,29.352
2889,7/31/2018 13:00,29.152
2890,7/31/2018 13:30,29.252
2891,7/31/2018 14:00,29.452
2892,7/31/2018 14:30,29.652
2893,7/31/2018 15:00,29.652
2894,7/31/2018 15:30,29.953
2895,7/31/2018 16:00,29.452
2896,7/31/2018 16:30,29.853
2897,7/31/2018 17:00,29.953
2898,7/31/2018 17:30,29.953
2899,7/31/2018 18:00,29.752
2900,7/31/2018 18:30,29.853
2901,7/31/2018 19:00,29.853
2902,7/31/2018 19:30,30.054
2903,7/31/2018 20:00,30.054
2904,7/31/2018 20:30,30.154
2905,7/31/2018 21:00,30.154
2906,7/31/2018 21:30,30.054
2907,7/31/2018 22:00,29.953
2908,7/31/2018 22:30,29.752
2909,7/31/2018 23:00,29.552
2910,7/31/2018 23:30,29.452
2911,8/1/2018 0:00,29.452
2912,8/1/2018 0:30,29.452
2913,8/1/2018 1:00,29.352
2914,8/1/2018 1:30,29.352
2915,8/1/2018 2:00,29.352
2916,8/1/2018 2:30,29.352
2917,8/1/2018 3:00,29.352
2918,8/1/2018 3:30,29.252
2919,8/1/2018 4:00,29.252
2920,8/1/2018 4:30,29.252
2921,8/1/2018 5:00,29.152
2922,8/1/2018 5:30,29.152
2923,8/1/2018 6:00,29.152
2924,8/1/2018 6:30,29.152
2925,8/1/2018 7:00,29.152
2926,8/1/2018 7:30,29.152
2927,8/1/2018 8:00,29.053
2928,8/1/2018 8:30,29.053
2929,8/1/2018 9:00,29.053
2930,8/1/2018 9:30,29.053
2931,8/1/2018 10:00,29.053
2932,8/1/2018 10:30,29.053
2933,8/1/2018 11:00,29.152
2934,8/1/2018 11:30,29.152
2935,8/1/2018 12:00,29.252
2936,8/1/2018 12:30,29.352
2937,8/1/2018 13:00,29.452
2938,8/1/2018 13:30,29.552
2939,8/1/2018 14:00,29.552
2940,8/1/2018 14:30,29.652
2941,8/1/2018 15:00,29.953
2942,8/1/2018 15:30,29.953
2943,8/1/2018 16:00,29.652
2944,8/1/2018 16:30,29.752
2945,8/1/2018 17:00,29.953
2946,8/1/2018 17:30,30.054
2947,8/1/2018 18:00,30.255
2948,8/1/2018 18:30,30.356
2949,8/1/2018 19:00,30.255
2950,8/1/2018 19:30,30.255
2951,8/1/2018 20:00,29.953
2952,8/1/2018 20:30,30.356
2953,8/1/2018 21:00,29.853
2954,8/1/2018 21:30,29.752
2955,8/1/2018 22:00,29.652
2956,8/1/2018 22:30,29.652
2957,8/1/2018 23:00,29.552
2958,8/1/2018 23:30,29.552
2959,8/2/2018 0:00,29.552
2960,8/2/2018 0:30,29.552
2961,8/2/2018 1:00,29.552
2962,8/2/2018 1:30,29.552
2963,8/2/2018 2:00,29.552
2964,8/2/2018 2:30,29.452
2965,8/2/2018 3:00,29.452
2966,8/2/2018 3:30,29.452
2967,8/2/2018 4:00,29.452
2968,8/2/2018 4:30,29.452
2969,8/2/2018 5:00,29.352
2970,8/2/2018 5:30,29.352
2971,8/2/2018 6:00,29.352
2972,8/2/2018 6:30,29.352
2973,8/2/2018 7:00,29.352
2974,8/2/2018 7:30,29.352
2975,8/2/2018 8:00,29.352
2976,8/2/2018 8:30,29.352
2977,8/2/2018 9:00,29.352
2978,8/2/2018 9:30,29.352
2979,8/2/2018 10:00,29.352
2980,8/2/2018 10:30,29.352
2981,8/2/2018 11:00,29.452
2982,8/2/2018 11:30,29.552
2983,8/2/2018 12:00,29.552
2984,8/2/2018 12:30,29.652
2985,8/2/2018 13:00,29.652
2986,8/2/2018 13:30,29.752
2987,8/2/2018 14:00,29.853
2988,8/2/2018 14:30,30.054
2989,8/2/2018 15:00,30.054
2990,8/2/2018 15:30,30.255
2991,8/2/2018 16:00,29.953
2992,8/2/2018 16:30,30.054
2993,8/2/2018 17:00,30.356
2994,8/2/2018 17:30,30.659
2995,8/2/2018 18:00,30.558
2996,8/2/2018 18:30,30.356
2997,8/2/2018 19:00,30.457
2998,8/2/2018 19:30,30.558
2999,8/2/2018 20:00,30.356
3000,8/2/2018 20:30,30.356
3001,8/2/2018 21:00,30.356
3002,8/2/2018 21:30,30.154
3003,8/2/2018 22:00,30.356
3004,8/2/2018 22:30,30.154
3005,8/2/2018 23:00,29.953
3006,8/2/2018 23:30,29.953
3007,8/3/2018 0:00,29.853
3008,8/3/2018 0:30,29.853
3009,8/3/2018 1:00,29.853
3010,8/3/2018 1:30,29.853
3011,8/3/2018 2:00,29.752
3012,8/3/2018 2:30,29.752
3013,8/3/2018 3:00,29.752
3014,8/3/2018 3:30,29.752
3015,8/3/2018 4:00,29.752
3016,8/3/2018 4:30,29.652
3017,8/3/2018 5:00,29.652
3018,8/3/2018 5:30,29.652
3019,8/3/2018 6:00,29.652
3020,8/3/2018 6:30,29.652
3021,8/3/2018 7:00,29.652
3022,8/3/2018 7:30,29.652
3023,8/3/2018 8:00,29.652
3024,8/3/2018 8:30,29.552
3025,8/3/2018 9:00,29.552
3026,8/3/2018 9:30,29.552
3027,8/3/2018 10:00,29.552
3028,8/3/2018 10:30,29.652
3029,8/3/2018 11:00,29.752
3030,8/3/2018 11:30,29.853
3031,8/3/2018 12:00,29.853
3032,8/3/2018 12:30,29.953
3033,8/3/2018 13:00,29.953
3034,8/3/2018 13:30,30.054
3035,8/3/2018 14:00,30.255
3036,8/3/2018 14:30,30.356
3037,8/3/2018 15:00,30.356
3038,8/3/2018 15:30,30.356
3039,8/3/2018 16:00,30.154
3040,8/3/2018 16:30,30.356
3041,8/3/2018 17:00,30.457
3042,8/3/2018 17:30,30.457
3043,8/3/2018 18:00,30.356
3044,8/3/2018 18:30,30.659
3045,8/3/2018 19:00,30.862
3046,8/3/2018 19:30,30.659
3047,8/3/2018 20:00,30.659
3048,8/3/2018 20:30,30.862
3049,8/3/2018 21:00,30.862
3050,8/3/2018 21:30,30.862
3051,8/3/2018 22:00,30.76
3052,8/3/2018 22:30,30.76
3053,8/3/2018 23:00,30.659
3054,8/3/2018 23:30,30.659
3055,8/4/2018 0:00,30.659
3056,8/4/2018 0:30,30.659
3057,8/4/2018 1:00,30.558
3058,8/4/2018 1:30,30.558
3059,8/4/2018 2:00,30.558
3060,8/4/2018 2:30,30.558
3061,8/4/2018 3:00,30.558
3062,8/4/2018 3:30,30.558
3063,8/4/2018 4:00,30.457
3064,8/4/2018 4:30,30.457
3065,8/4/2018 5:00,30.457
3066,8/4/2018 5:30,30.356
3067,8/4/2018 6:00,30.356
3068,8/4/2018 6:30,30.356
3069,8/4/2018 7:00,30.255
3070,8/4/2018 7:30,30.255
3071,8/4/2018 8:00,30.255
3072,8/4/2018 8:30,30.154
3073,8/4/2018 9:00,30.154
3074,8/4/2018 9:30,30.154
3075,8/4/2018 10:00,30.054
3076,8/4/2018 10:30,30.154
3077,8/4/2018 11:00,30.054
3078,8/4/2018 11:30,30.054
3079,8/4/2018 12:00,30.154
3080,8/4/2018 12:30,30.154
3081,8/4/2018 13:00,30.356
3082,8/4/2018 13:30,30.154
3083,8/4/2018 14:00,30.457
3084,8/4/2018 14:30,30.255
3085,8/4/2018 15:00,30.558
3086,8/4/2018 15:30,30.558
3087,8/4/2018 16:00,30.255
3088,8/4/2018 16:30,30.457
3089,8/4/2018 17:00,30.356
3090,8/4/2018 17:30,30.558
3091,8/4/2018 18:00,30.659
3092,8/4/2018 18:30,30.862
3093,8/4/2018 19:00,31.064
3094,8/4/2018 19:30,31.166
3095,8/4/2018 20:00,30.457
3096,8/4/2018 20:30,30.659
3097,8/4/2018 21:00,30.659
3098,8/4/2018 21:30,30.356
3099,8/4/2018 22:00,30.356
3100,8/4/2018 22:30,30.054
3101,8/4/2018 23:00,30.054
3102,8/4/2018 23:30,30.054
3103,8/5/2018 0:00,30.255
3104,8/5/2018 0:30,30.054
3105,8/5/2018 1:00,30.054
3106,8/5/2018 1:30,29.953
3107,8/5/2018 2:00,29.953
3108,8/5/2018 2:30,29.853
3109,8/5/2018 3:00,29.752
3110,8/5/2018 3:30,29.752
3111,8/5/2018 4:00,29.752
3112,8/5/2018 4:30,29.652
3113,8/5/2018 5:00,29.652
3114,8/5/2018 5:30,29.652
3115,8/5/2018 6:00,29.652
3116,8/5/2018 6:30,29.652
3117,8/5/2018 7:00,29.552
3118,8/5/2018 7:30,29.552
3119,8/5/2018 8:00,29.552
3120,8/5/2018 8:30,29.452
3121,8/5/2018 9:00,29.552
3122,8/5/2018 9:30,29.452
3123,8/5/2018 10:00,29.452
3124,8/5/2018 10:30,29.452
3125,8/5/2018 11:00,29.652
3126,8/5/2018 11:30,29.652
3127,8/5/2018 12:00,29.752
3128,8/5/2018 12:30,29.752
3129,8/5/2018 13:00,29.853
3130,8/5/2018 13:30,29.953
3131,8/5/2018 14:00,29.953
3132,8/5/2018 14:30,30.054
3133,8/5/2018 15:00,30.054
3134,8/5/2018 15:30,30.255
3135,8/5/2018 16:00,30.255
3136,8/5/2018 16:30,30.154
3137,8/5/2018 17:00,30.054
3138,8/5/2018 17:30,30.154
3139,8/5/2018 18:00,30.255
3140,8/5/2018 18:30,30.356
3141,8/5/2018 19:00,30.356
3142,8/5/2018 19:30,30.356
3143,8/5/2018 20:00,30.356
3144,8/5/2018 20:30,30.154
3145,8/5/2018 21:00,30.154
3146,8/5/2018 21:30,30.356
3147,8/5/2018 22:00,30.255
3148,8/5/2018 22:30,30.255
3149,8/5/2018 23:00,30.154
3150,8/5/2018 23:30,30.154
3151,8/6/2018 0:00,30.054
3152,8/6/2018 0:30,29.953
3153,8/6/2018 1:00,29.953
3154,8/6/2018 1:30,29.853
3155,8/6/2018 2:00,29.853
3156,8/6/2018 2:30,29.953
3157,8/6/2018 3:00,29.953
3158,8/6/2018 3:30,29.953
3159,8/6/2018 4:00,29.953
3160,8/6/2018 4:30,29.853
3161,8/6/2018 5:00,29.853
3162,8/6/2018 5:30,29.853
3163,8/6/2018 6:00,29.853
3164,8/6/2018 6:30,29.853
3165,8/6/2018 7:00,29.853
3166,8/6/2018 7:30,29.853
3167,8/6/2018 8:00,29.853
3168,8/6/2018 8:30,29.752
3169,8/6/2018 9:00,29.752
3170,8/6/2018 9:30,29.752
3171,8/6/2018 10:00,29.853
3172,8/6/2018 10:30,29.853
3173,8/6/2018 11:00,29.853
3174,8/6/2018 11:30,29.953
3175,8/6/2018 12:00,30.054
3176,8/6/2018 12:30,30.054
3177,8/6/2018 13:00,30.154
3178,8/6/2018 13:30,30.255
3179,8/6/2018 14:00,30.255
3180,8/6/2018 14:30,30.457
3181,8/6/2018 15:00,30.558
3182,8/6/2018 15:30,30.558
3183,8/6/2018 16:00,30.558
3184,8/6/2018 16:30,30.558
3185,8/6/2018 17:00,30.659
3186,8/6/2018 17:30,30.659
3187,8/6/2018 18:00,30.659
3188,8/6/2018 18:30,30.76
3189,8/6/2018 19:00,30.659
3190,8/6/2018 19:30,30.154
3191,8/6/2018 20:00,30.054
3192,8/6/2018 20:30,30.154
3193,8/6/2018 21:00,30.154
3194,8/6/2018 21:30,30.255
3195,8/6/2018 22:00,30.255
3196,8/6/2018 22:30,30.255
3197,8/6/2018 23:00,30.255
3198,8/6/2018 23:30,30.255
3199,8/7/2018 0:00,30.255
3200,8/7/2018 0:30,30.255
3201,8/7/2018 1:00,30.154
3202,8/7/2018 1:30,30.154
3203,8/7/2018 2:00,30.154
3204,8/7/2018 2:30,30.054
3205,8/7/2018 3:00,30.054
3206,8/7/2018 3:30,30.054
3207,8/7/2018 4:00,30.054
3208,8/7/2018 4:30,30.054
3209,8/7/2018 5:00,29.953
3210,8/7/2018 5:30,30.054
3211,8/7/2018 6:00,29.953
3212,8/7/2018 6:30,29.953
3213,8/7/2018 7:00,29.953
3214,8/7/2018 7:30,29.953
3215,8/7/2018 8:00,29.853
3216,8/7/2018 8:30,29.853
3217,8/7/2018 9:00,29.853
3218,8/7/2018 9:30,29.752
3219,8/7/2018 10:00,29.853
3220,8/7/2018 10:30,29.752
3221,8/7/2018 11:00,29.853
